country,code,year,emission
Russia,RUS,1979,2061009554
Russia,RUS,1980,2142090695
Russia,RUS,1981,2101221296
Russia,RUS,1982,2140779052
Russia,RUS,1983,2171089109
Russia,RUS,1984,2190289061
Russia,RUS,1985,2362132078
Russia,RUS,1986,2368149967
Russia,RUS,1987,2467724484
Russia,RUS,1988,2535287597
Russia,RUS,1989,2481717228
Russia,RUS,1990,2571210651
Russia,RUS,1991,2437038082
Russia,RUS,1992,1993217628
Russia,RUS,1993,1890935002
Russia,RUS,1994,1669637144
Russia,RUS,1995,1640263218
Russia,RUS,1996,1606949015
Russia,RUS,1997,1502137425
Russia,RUS,1998,1484852223
Russia,RUS,1999,1512984706
Russia,RUS,2000,1499616209
Russia,RUS,2001,1538244400
Russia,RUS,2002,1528961747
Russia,RUS,2003,1562472351
Russia,RUS,2004,1570864198
Russia,RUS,2005,1588662864
Russia,RUS,2006,1648658734
Russia,RUS,2007,1647728940
Russia,RUS,2008,1679794450
Russia,RUS,2009,1572439009
Russia,RUS,2010,1657560679
Russia,RUS,2011,1712424769
Russia,RUS,2012,1726099500
Russia,RUS,2013,1665988574
Russia,RUS,2014,1667110707
Russia,RUS,2015,1671895079
Russia,RUS,2016,1668069933
Russia,RUS,2017,1692794839
United Kingdom,GBR,1751,9350528
United Kingdom,GBR,1752,9354192
United Kingdom,GBR,1753,9354192
United Kingdom,GBR,1754,9357856
United Kingdom,GBR,1755,9361520
United Kingdom,GBR,1756,10006384
United Kingdom,GBR,1757,10010048
United Kingdom,GBR,1758,10013712
United Kingdom,GBR,1759,10017376
United Kingdom,GBR,1760,10017376
United Kingdom,GBR,1761,10973680
United Kingdom,GBR,1762,10977344
United Kingdom,GBR,1763,10981008
United Kingdom,GBR,1764,10984672
United Kingdom,GBR,1765,10988336
United Kingdom,GBR,1766,12259744
United Kingdom,GBR,1767,12263408
United Kingdom,GBR,1768,12267072
United Kingdom,GBR,1769,12270736
United Kingdom,GBR,1770,12274400
United Kingdom,GBR,1771,13611760
United Kingdom,GBR,1772,13615424
United Kingdom,GBR,1773,13619088
United Kingdom,GBR,1774,13622752
United Kingdom,GBR,1775,13626416
United Kingdom,GBR,1776,15037056
United Kingdom,GBR,1777,15040720
United Kingdom,GBR,1778,15044384
United Kingdom,GBR,1779,15048048
United Kingdom,GBR,1780,15055376
United Kingdom,GBR,1781,16843408
United Kingdom,GBR,1782,16847072
United Kingdom,GBR,1783,16854400
United Kingdom,GBR,1784,16858064
United Kingdom,GBR,1785,16865392
United Kingdom,GBR,1786,19148064
United Kingdom,GBR,1787,19155392
United Kingdom,GBR,1788,19159056
United Kingdom,GBR,1789,19166384
United Kingdom,GBR,1790,19173712
United Kingdom,GBR,1791,21416080
United Kingdom,GBR,1792,21423408
United Kingdom,GBR,1793,21430736
United Kingdom,GBR,1794,21434400
United Kingdom,GBR,1795,21441728
United Kingdom,GBR,1796,22412688
United Kingdom,GBR,1797,23541200
United Kingdom,GBR,1798,24515824
United Kingdom,GBR,1799,25798224
United Kingdom,GBR,1800,26633616
United Kingdom,GBR,1801,26710560
United Kingdom,GBR,1802,26849792
United Kingdom,GBR,1803,30191360
United Kingdom,GBR,1804,30330592
United Kingdom,GBR,1805,31462768
United Kingdom,GBR,1806,33250800
United Kingdom,GBR,1807,33258128
United Kingdom,GBR,1808,33269120
United Kingdom,GBR,1809,33280112
United Kingdom,GBR,1810,33291104
United Kingdom,GBR,1811,35562784
United Kingdom,GBR,1812,36936784
United Kingdom,GBR,1813,37376464
United Kingdom,GBR,1814,38087280
United Kingdom,GBR,1815,38922672
United Kingdom,GBR,1816,41436176
United Kingdom,GBR,1817,41923488
United Kingdom,GBR,1818,42022416
United Kingdom,GBR,1819,42337520
United Kingdom,GBR,1820,42528048
United Kingdom,GBR,1821,42872464
United Kingdom,GBR,1822,44521264
United Kingdom,GBR,1823,46873552
United Kingdom,GBR,1824,49082944
United Kingdom,GBR,1825,49592240
United Kingdom,GBR,1826,50145504
United Kingdom,GBR,1827,52230320
United Kingdom,GBR,1828,52589392
United Kingdom,GBR,1829,53336848
United Kingdom,GBR,1830,67864608
United Kingdom,GBR,1831,65765136
United Kingdom,GBR,1832,65589264
United Kingdom,GBR,1833,65494000
United Kingdom,GBR,1834,65537968
United Kingdom,GBR,1835,65263168
United Kingdom,GBR,1836,76445696
United Kingdom,GBR,1837,73770976
United Kingdom,GBR,1838,75811824
United Kingdom,GBR,1839,77779392
United Kingdom,GBR,1840,80959744
United Kingdom,GBR,1841,81839104
United Kingdom,GBR,1842,85371200
United Kingdom,GBR,1843,89093824
United Kingdom,GBR,1844,93472304
United Kingdom,GBR,1845,99986896
United Kingdom,GBR,1846,95692688
United Kingdom,GBR,1847,103548304
United Kingdom,GBR,1848,109286128
United Kingdom,GBR,1849,116005904
United Kingdom,GBR,1850,122604768
United Kingdom,GBR,1851,116654432
United Kingdom,GBR,1852,116240400
United Kingdom,GBR,1853,115599200
United Kingdom,GBR,1854,139301616
United Kingdom,GBR,1855,130442064
United Kingdom,GBR,1856,140375168
United Kingdom,GBR,1857,137861664
United Kingdom,GBR,1858,135113664
United Kingdom,GBR,1859,150011488
United Kingdom,GBR,1860,167950432
United Kingdom,GBR,1861,175047600
United Kingdom,GBR,1862,169470992
United Kingdom,GBR,1863,180224832
United Kingdom,GBR,1864,193909872
United Kingdom,GBR,1865,205488112
United Kingdom,GBR,1866,211731568
United Kingdom,GBR,1867,217374128
United Kingdom,GBR,1868,213219152
United Kingdom,GBR,1869,223705520
United Kingdom,GBR,1870,228494368
United Kingdom,GBR,1871,242036512
United Kingdom,GBR,1872,254988752
United Kingdom,GBR,1873,264658048
United Kingdom,GBR,1874,257187152
United Kingdom,GBR,1875,271487744
United Kingdom,GBR,1876,271018752
United Kingdom,GBR,1877,275899200
United Kingdom,GBR,1878,270974784
United Kingdom,GBR,1879,272645568
United Kingdom,GBR,1880,297124752
United Kingdom,GBR,1881,312312032
United Kingdom,GBR,1882,314964768
United Kingdom,GBR,1883,327730144
United Kingdom,GBR,1884,319097760
United Kingdom,GBR,1885,315290864
United Kingdom,GBR,1886,312429280
United Kingdom,GBR,1887,320442448
United Kingdom,GBR,1888,333167520
United Kingdom,GBR,1889,345024224
United Kingdom,GBR,1890,353022736
United Kingdom,GBR,1891,360471648
United Kingdom,GBR,1892,353008080
United Kingdom,GBR,1893,316210528
United Kingdom,GBR,1894,362102128
United Kingdom,GBR,1895,365549952
United Kingdom,GBR,1896,375981360
United Kingdom,GBR,1897,385969424
United Kingdom,GBR,1898,386878096
United Kingdom,GBR,1899,414552288
United Kingdom,GBR,1900,419740512
United Kingdom,GBR,1901,410701424
United Kingdom,GBR,1902,426639824
United Kingdom,GBR,1903,429985056
United Kingdom,GBR,1904,431992928
United Kingdom,GBR,1905,437672128
United Kingdom,GBR,1906,453350384
United Kingdom,GBR,1907,473568336
United Kingdom,GBR,1908,461964448
United Kingdom,GBR,1909,466086448
United Kingdom,GBR,1910,469732128
United Kingdom,GBR,1911,481350672
United Kingdom,GBR,1912,455885872
United Kingdom,GBR,1913,498322320
United Kingdom,GBR,1914,483182672
United Kingdom,GBR,1915,489481088
United Kingdom,GBR,1916,507071952
United Kingdom,GBR,1917,501169248
United Kingdom,GBR,1918,466848560
United Kingdom,GBR,1919,456131360
United Kingdom,GBR,1920,470014256
United Kingdom,GBR,1921,319804912
United Kingdom,GBR,1922,428222672
United Kingdom,GBR,1923,454892928
United Kingdom,GBR,1924,475982912
United Kingdom,GBR,1925,449657072
United Kingdom,GBR,1926,246371024
United Kingdom,GBR,1927,466734976
United Kingdom,GBR,1928,437657472
United Kingdom,GBR,1929,460693040
United Kingdom,GBR,1930,441094304
United Kingdom,GBR,1931,412236640
United Kingdom,GBR,1932,395917184
United Kingdom,GBR,1933,392172576
United Kingdom,GBR,1934,423224976
United Kingdom,GBR,1935,429131344
United Kingdom,GBR,1936,453823040
United Kingdom,GBR,1937,468160272
United Kingdom,GBR,1938,448971904
United Kingdom,GBR,1939,452456368
United Kingdom,GBR,1940,475143856
United Kingdom,GBR,1941,469680832
United Kingdom,GBR,1942,468929712
United Kingdom,GBR,1943,454848960
United Kingdom,GBR,1944,442043280
United Kingdom,GBR,1945,417641040
United Kingdom,GBR,1946,436155232
United Kingdom,GBR,1947,461297600
United Kingdom,GBR,1948,475598192
United Kingdom,GBR,1949,485146576
United Kingdom,GBR,1950,500440112
United Kingdom,GBR,1951,544836800
United Kingdom,GBR,1952,528425744
United Kingdom,GBR,1953,540088256
United Kingdom,GBR,1954,552710736
United Kingdom,GBR,1955,576643984
United Kingdom,GBR,1956,574009568
United Kingdom,GBR,1957,570396864
United Kingdom,GBR,1958,555935056
United Kingdom,GBR,1959,546606132
United Kingdom,GBR,1960,584020017.6
United Kingdom,GBR,1961,588614801.4
United Kingdom,GBR,1962,592931498.6
United Kingdom,GBR,1963,603385663.2
United Kingdom,GBR,1964,607865989.4
United Kingdom,GBR,1965,622111621.4
United Kingdom,GBR,1966,618074666
United Kingdom,GBR,1967,592057027
United Kingdom,GBR,1968,606488304.6
United Kingdom,GBR,1969,628382547
United Kingdom,GBR,1970,652577395.1
United Kingdom,GBR,1971,660388283.8
United Kingdom,GBR,1972,648026448.4
United Kingdom,GBR,1973,659577321.9
United Kingdom,GBR,1974,617183889.6
United Kingdom,GBR,1975,603247367.3
United Kingdom,GBR,1976,598526349.6
United Kingdom,GBR,1977,604362139.4
United Kingdom,GBR,1978,604713988.3
United Kingdom,GBR,1979,644513312
United Kingdom,GBR,1980,579035974.7
United Kingdom,GBR,1981,560555006.5
United Kingdom,GBR,1982,548240956.1
United Kingdom,GBR,1983,545485794.2
United Kingdom,GBR,1984,529108886.3
United Kingdom,GBR,1985,559628081.2
United Kingdom,GBR,1986,568554785.6
United Kingdom,GBR,1987,571668517.3
United Kingdom,GBR,1988,570294855.4
United Kingdom,GBR,1989,581577310.6
United Kingdom,GBR,1990,601067551.5
United Kingdom,GBR,1991,609020421.9
United Kingdom,GBR,1992,593504125.9
United Kingdom,GBR,1993,579402782.1
United Kingdom,GBR,1994,575657386.1
United Kingdom,GBR,1995,566834101.6
United Kingdom,GBR,1996,588493462
United Kingdom,GBR,1997,562484735.6
United Kingdom,GBR,1998,567486178.9
United Kingdom,GBR,1999,560505345.8
United Kingdom,GBR,2000,567061452.3
United Kingdom,GBR,2001,575927499.8
United Kingdom,GBR,2002,560040954.1
United Kingdom,GBR,2003,571600968.8
United Kingdom,GBR,2004,573203764.5
United Kingdom,GBR,2005,570001049.8
United Kingdom,GBR,2006,567652245.2
United Kingdom,GBR,2007,559321980.6
United Kingdom,GBR,2008,544848238.5
United Kingdom,GBR,2009,494604731.5
United Kingdom,GBR,2010,512214253.3
United Kingdom,GBR,2011,469811462.2
United Kingdom,GBR,2012,487670753.9
United Kingdom,GBR,2013,477732571.4
United Kingdom,GBR,2014,438691177
United Kingdom,GBR,2015,422662553.9
United Kingdom,GBR,2016,398550884.1
United Kingdom,GBR,2017,384706788.6
United States,USA,1751,0
United States,USA,1752,0
United States,USA,1753,0
United States,USA,1754,0
United States,USA,1755,0
United States,USA,1756,0
United States,USA,1757,0
United States,USA,1758,0
United States,USA,1759,0
United States,USA,1760,0
United States,USA,1761,0
United States,USA,1762,0
United States,USA,1763,0
United States,USA,1764,0
United States,USA,1765,0
United States,USA,1766,0
United States,USA,1767,0
United States,USA,1768,0
United States,USA,1769,0
United States,USA,1770,0
United States,USA,1771,0
United States,USA,1772,0
United States,USA,1773,0
United States,USA,1774,0
United States,USA,1775,0
United States,USA,1776,0
United States,USA,1777,0
United States,USA,1778,0
United States,USA,1779,0
United States,USA,1780,0
United States,USA,1781,0
United States,USA,1782,0
United States,USA,1783,0
United States,USA,1784,0
United States,USA,1785,0
United States,USA,1786,0
United States,USA,1787,0
United States,USA,1788,0
United States,USA,1789,0
United States,USA,1790,0
United States,USA,1791,0
United States,USA,1792,0
United States,USA,1793,0
United States,USA,1794,0
United States,USA,1795,0
United States,USA,1796,0
United States,USA,1797,0
United States,USA,1798,0
United States,USA,1799,0
United States,USA,1800,252816
United States,USA,1801,267472
United States,USA,1802,289456
United States,USA,1803,296784
United States,USA,1804,333424
United States,USA,1805,340752
United States,USA,1806,333424
United States,USA,1807,377392
United States,USA,1808,392048
United States,USA,1809,403040
United States,USA,1810,417696
United States,USA,1811,447008
United States,USA,1812,483648
United States,USA,1813,520288
United States,USA,1814,560592
United States,USA,1815,600896
United States,USA,1816,663184
United States,USA,1817,718144
United States,USA,1818,780432
United States,USA,1819,762112
United States,USA,1820,791424
United States,USA,1821,828064
United States,USA,1822,864704
United States,USA,1823,901344
United States,USA,1824,1014928
United States,USA,1825,1135840
United States,USA,1826,1315376
United States,USA,1827,1447280
United States,USA,1828,1593840
United States,USA,1829,1795360
United States,USA,1830,2088480
United States,USA,1831,2264352
United States,USA,1832,3022800
United States,USA,1833,3528432
United States,USA,1834,3381872
United States,USA,1835,4316192
United States,USA,1836,4730224
United States,USA,1837,5305472
United States,USA,1838,5030672
United States,USA,1839,5517984
United States,USA,1840,5873392
United States,USA,1841,6214144
United States,USA,1842,6917632
United States,USA,1843,7764016
United States,USA,1844,9306560
United States,USA,1845,11204512
United States,USA,1846,12710416
United States,USA,1847,15070032
United States,USA,1848,16784784
United States,USA,1849,18221072
United States,USA,1850,19792928
United States,USA,1851,24633072
United States,USA,1852,26791168
United States,USA,1853,30162048
United States,USA,1854,33159200
United States,USA,1855,38160560
United States,USA,1856,40036528
United States,USA,1857,41055120
United States,USA,1858,41648688
United States,USA,1859,45320016
United States,USA,1860,47437808
United States,USA,1861,45679088
United States,USA,1862,47448800
United States,USA,1863,54809776
United States,USA,1864,58656976
United States,USA,1865,58821856
United States,USA,1866,59232224
United States,USA,1867,72865968
United States,USA,1868,82352064
United States,USA,1869,93695808
United States,USA,1870,98620224
United States,USA,1871,103020688
United States,USA,1872,126305408
United States,USA,1873,139506800
United States,USA,1874,134296592
United States,USA,1875,135747536
United States,USA,1876,132820000
United States,USA,1877,147175552
United States,USA,1878,143903600
United States,USA,1879,175468960
United States,USA,1880,198684064
United States,USA,1881,210192688
United States,USA,1882,235393680
United States,USA,1883,253882224
United States,USA,1884,267589248
United States,USA,1885,272161920
United States,USA,1886,287462784
United States,USA,1887,307380288
United States,USA,1888,373874560
United States,USA,1889,335541792
United States,USA,1890,401746608
United States,USA,1891,427423920
United States,USA,1892,450448496
United States,USA,1893,454094176
United States,USA,1894,425049648
United States,USA,1895,479947360
United States,USA,1896,480881680
United States,USA,1897,500286224
United States,USA,1898,545320448
United States,USA,1899,625532736
United States,USA,1900,662736992
United States,USA,1901,721525872
United States,USA,1902,764493600
United States,USA,1903,894404384
United States,USA,1904,880221040
United States,USA,1905,984498480
United States,USA,1906,1033339600
United States,USA,1907,1201802992
United States,USA,1908,1050974432
United States,USA,1909,1163352976
United States,USA,1910,1269227920
United States,USA,1911,1256385600
United States,USA,1912,1341210864
United States,USA,1913,1440113216
United States,USA,1914,1315698432
United States,USA,1915,1365268688
United States,USA,1916,1516258464
United States,USA,1917,1668468352
United States,USA,1918,1745584560
United States,USA,1919,1476951072
United States,USA,1920,1735889616
United States,USA,1921,1421972752
United States,USA,1922,1433327488
United States,USA,1923,1894009536
United States,USA,1924,1695592944
United States,USA,1925,1740898304
United States,USA,1926,1888535520
United States,USA,1927,1844838656
United States,USA,1928,1827786400
United States,USA,1929,1960338928
United States,USA,1930,1742210016
United States,USA,1931,1483080944
United States,USA,1932,1256400256
United States,USA,1933,1347183184
United States,USA,1934,1434390048
United States,USA,1935,1490262384
United States,USA,1936,1710695952
United States,USA,1937,1789563552
United States,USA,1938,1513418864
United States,USA,1939,1667863792
United States,USA,1940,1871490592
United States,USA,1941,2039213856
United States,USA,1942,2193896944
United States,USA,1943,2267184272
United States,USA,1944,2440377888
United States,USA,1945,2355340112
United States,USA,1946,2253033904
United States,USA,1947,2480762496
United States,USA,1948,2577052416
United States,USA,1949,2159990288
United States,USA,1950,2535942336
United States,USA,1951,2612369712
United States,USA,1952,2545080352
United States,USA,1953,2605745200
United States,USA,1954,2483052496
United States,USA,1955,2721721792
United States,USA,1956,2852903984
United States,USA,1957,2828611664
United States,USA,1958,2740924816
United States,USA,1959,2823004702
United States,USA,1960,2887820432
United States,USA,1961,2877369848
United States,USA,1962,2984001744
United States,USA,1963,3116022372
United States,USA,1964,3252755199
United States,USA,1965,3388192678
United States,USA,1966,3559179160
United States,USA,1967,3693298171
United States,USA,1968,3828306054
United States,USA,1969,4021502617
United States,USA,1970,4325500825
United States,USA,1971,4351308657
United States,USA,1972,4558452642
United States,USA,1973,4762452212
United States,USA,1974,4592958261
United States,USA,1975,4400795008
United States,USA,1976,4607168187
United States,USA,1977,4735366318
United States,USA,1978,4882964043
United States,USA,1979,4894042875
United States,USA,1980,4716716355
United States,USA,1981,4530369843
United States,USA,1982,4301970691
United States,USA,1983,4335916563
United States,USA,1984,4468262025
United States,USA,1985,4484338153
United States,USA,1986,4487855840
United States,USA,1987,4680834052
United States,USA,1988,4885590503
United States,USA,1989,4948021163
United States,USA,1990,5121264461
United States,USA,1991,5070839400
United States,USA,1992,5174059076
United States,USA,1993,5284687882
United States,USA,1994,5377987137
United States,USA,1995,5439213314
United States,USA,1996,5626186717
United States,USA,1997,5703890708
United States,USA,1998,5752324190
United States,USA,1999,5832250178
United States,USA,2000,6000606067
United States,USA,2001,5902454993
United States,USA,2002,5943651279
United States,USA,2003,5991319569
United States,USA,2004,6106620735
United States,USA,2005,6132005704
United States,USA,2006,6052236286
United States,USA,2007,6130983563
United States,USA,2008,5932775281
United States,USA,2009,5495394958
United States,USA,2010,5701075808
United States,USA,2011,5570706560
United States,USA,2012,5366730281
United States,USA,2013,5519612557
United States,USA,2014,5568759258
United States,USA,2015,5420804127
United States,USA,2016,5310861406
United States,USA,2017,5269529513
